Task,T916,,,,,,
Scope 1/1, Sample 1/18 (Junk),,,,,,
Result,TitrationEQP1,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label
0.54,168,33,0.003,24,,,
0.6,188,38.5,0.003,24.1,,,
0.66,209,43.9,0.003,24.1,,,
0.72,229,48.9,0.003,24.1,,,
0.78,249,53.9,0.003,24.1,,,
0.84,269,58.9,0.003,24.1,,,
0.9,289,64.1,0.003,24.1,,,
0.96,309,69.3,0.003,24.1,,,
1.02,329,74.8,0.003,24.2,,,
1.08,348,80.7,0.003,24.2,,,
1.14,367,87.6,0.003,24.2,,,
1.2,386,95.6,0.003,24.2,,,
1.26,403,105.7,0.0035,24.2,230.97,2.36,
1.32,420,120,0.0035,24.2,288.36,2.46,
1.38,433,142,0.0045,24.2,327.64,2.52,
1.44,442,166.4,0.0065,24.2,326.62,2.51,
1.5,449,182.3,0.009,24.2,275.83,2.44,
1.53,546,188.3,0.0005,24.3,228.65,2.36,
1.56,552,193.2,0.005,24.3,166.72,2.22,
1.59,558,197.3,0.0055,24.3,122.83,2.09,
1.62,564,200.9,0.0055,24.3,108.37,2.03,
1.65,569,203.9,0.006,24.3,96.73,1.99,
1.68,574,206.7,0.006,24.3,87.61,1.94,
1.71,579,209.2,0.006,24.3,80.24,1.9,
1.74,584,211.6,0.0055,24.3,73.97,1.87,
1.77,589,213.7,0.0055,24.3,68.55,1.84,
1.8,594,215.7,0.0055,24.3,63.23,1.8,
1.83,600,217.5,0.005,24.3,58.55,1.77,
1.86,605,219.2,0.006,24.3,54.75,1.74,
1.89,610,220.8,0.0055,24.3,51.42,1.71,
1.92,615,222.3,0.0055,24.3,48.41,1.68,
1.95,620,223.7,0.0055,24.3,46.14,1.66,
1.98,626,225.1,0.0055,24.3,44.14,1.64,
2.01,631,226.3,0.0065,24.3,41.94,1.62,
2.04,636,227.6,0.006,24.3,40.19,1.6,
2.07,641,228.8,0.006,24.3,38.14,1.58,
2.1,646,229.9,0.006,24.3,36.28,1.56,
2.13,651,230.9,0.0055,24.3,34.67,1.54,
2.16,656,232,0.0055,24.3,,,
2.19,662,232.9,0.0055,24.3,,,
2.22,667,233.9,0.0065,24.3,,,
2.25,672,234.8,0.006,24.3,,,
2.28,677,235.7,0.006,24.3,,,
Scope 1/1, Sample 1/18 (Tank13_Initial_0626_2100),,,,,,
Result,TitrationEQP1,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label
0,0,-50.4,NaN,24.1,,,
0.06,17,-60.5,0.0035,24.1,,,
0.12,38,-48.7,0.003,24.1,,,
0.18,58,-31.6,0.003,24.2,,,
0.24,78,-11.8,0.003,24.2,,,
0.3,98,1.3,0.003,24.2,,,
0.36,118,10.6,0.003,24.2,,,
0.42,138,18.3,0.003,24.2,,,
0.48,158,25.3,0.003,24.2,,,
0.54,178,31.5,0.003,24.2,,,
0.6,198,37.2,0.003,24.3,,,
0.66,219,42.7,0.003,24.3,,,
0.72,239,47.9,0.003,24.3,,,
0.78,259,53.2,0.003,24.3,,,
0.84,279,58.4,0.003,24.3,,,
0.9,299,63.5,0.003,24.3,,,
0.96,319,68.9,0.003,24.3,,,
1.02,339,74.5,0.003,24.3,,,
1.08,360,80.6,0.003,24.4,,,
1.14,376,87.4,0.0035,24.4,,,
1.2,396,95.7,0.003,24.4,,,
1.26,414,106.2,0.0035,24.4,236.28,2.37,
1.32,430,120.7,0.0035,24.4,293.22,2.47,
1.38,443,143.2,0.0045,24.4,330.52,2.52,
1.44,452,167.6,0.0065,24.4,326.03,2.51,
1.5,459,183.1,0.0085,24.4,272.8,2.44,
1.53,556,189,0.0005,24.5,224.57,2.35,
1.56,562,193.7,0.005,24.5,162.04,2.21,
1.59,568,197.8,0.005,24.5,120.11,2.08,
1.62,574,201.3,0.0055,24.5,107.29,2.03,
1.65,579,204.4,0.006,24.5,95.92,1.98,
1.68,584,207.1,0.0055,24.5,86.8,1.94,
1.71,590,209.6,0.0055,24.5,79.06,1.9,
1.74,595,211.9,0.006,24.5,72.96,1.86,
1.77,600,214,0.0055,24.5,67.69,1.83,
1.8,606,216,0.005,24.5,63.08,1.8,
1.83,611,217.8,0.006,24.5,58.75,1.77,
1.86,616,219.5,0.006,24.5,54.75,1.74,
1.89,621,221.1,0.006,24.5,51.08,1.71,
1.92,626,222.6,0.006,24.5,48.28,1.68,
1.95,631,224,0.006,24.5,45.96,1.66,
1.98,636,225.3,0.0055,24.5,43.8,1.64,
2.01,641,226.6,0.0055,24.5,41.47,1.62,
2.04,646,227.9,0.0055,24.5,39.46,1.6,
2.07,652,229,0.0055,24.5,37.82,1.58,
2.1,657,230.1,0.0065,24.5,36.15,1.56,
2.13,662,231.1,0.0065,24.5,,,
2.16,667,232.2,0.006,24.5,,,
2.19,672,233.2,0.006,24.5,,,
2.22,677,234.1,0.006,24.5,,,
2.25,682,235,0.006,24.5,,,
Scope 1/1, Sample 1/18 (Tank14_Initial_0626_2100),,,,,,
Result,TitrationEQP1,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label
0,0,-31.3,NaN,24.2,,,
0.06,7,-50.5,0.008,24.2,,,
0.12,28,-35.8,0.003,24.2,,,
0.18,48,-15.7,0.003,24.2,,,
0.24,68,-1.1,0.003,24.2,,,
0.3,88,8.3,0.003,24.2,,,
0.36,108,16.1,0.003,24.3,,,
0.42,128,22.8,0.003,24.3,,,
0.48,148,28.9,0.003,24.3,,,
0.54,168,34.4,0.003,24.3,,,
0.6,188,39.7,0.003,24.3,,,
0.66,209,44.8,0.003,24.3,,,
0.72,229,49.6,0.003,24.3,,,
0.78,249,54.4,0.003,24.4,,,
0.84,269,59.2,0.003,24.4,,,
0.9,289,64.1,0.003,24.4,,,
0.96,309,69.1,0.003,24.4,,,
1.02,328,74.3,0.003,24.4,,,
1.08,346,80.1,0.0035,24.4,,,
1.14,365,86.6,0.003,24.4,,,
1.2,383,94.2,0.0035,24.4,,,
1.26,400,103.7,0.0035,24.4,,,
1.32,417,116.3,0.0035,24.5,275.44,2.44,
1.38,431,135.8,0.0045,24.5,316.55,2.5,
1.44,441,160.7,0.006,24.5,325.54,2.51,
1.5,448,178.6,0.0085,24.5,289.43,2.46,
1.56,454,190.5,0.01,24.5,215.67,2.33,
1.59,550,195.1,0.0005,24.5,161.01,2.21,
1.62,556,198.9,0.0045,24.5,115.61,2.06,
1.65,562,202.2,0.005,24.5,100.87,2,
1.68,567,205.2,0.0055,24.5,91.49,1.96,
1.71,573,207.8,0.005,24.5,83.99,1.92,
1.74,578,210.3,0.0055,24.5,77.12,1.89,
1.77,584,212.5,0.0055,24.5,71.15,1.85,
1.8,589,214.5,0.0065,24.6,65.71,1.82,
1.83,594,216.5,0.006,24.6,61.07,1.79,
1.86,600,218.2,0.0055,24.6,56.89,1.76,
1.89,605,219.9,0.0065,24.6,53.62,1.73,
1.92,610,221.4,0.006,24.6,50.27,1.7,
1.95,615,222.9,0.006,24.6,47.08,1.67,
1.98,620,224.3,0.006,24.6,44.8,1.65,
2.01,625,225.6,0.006,24.6,42.62,1.63,
2.04,630,226.8,0.0055,24.6,40.81,1.61,
2.07,636,228,0.0055,24.6,38.8,1.59,
2.1,640,229.2,0.0065,24.6,37.33,1.57,
2.13,646,230.3,0.0055,24.6,35.81,1.55,
2.16,651,231.3,0.006,24.6,,,
2.19,656,232.3,0.006,24.6,,,
2.22,661,233.3,0.006,24.6,,,
2.25,666,234.2,0.006,24.6,,,
2.28,671,235.1,0.006,24.6,,,
Scope 1/1, Sample 1/18 (Tank15_Initial_0626_2100),,,,,,
Result,TitrationEQP1,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label
0,0,-49.4,NaN,24.3,,,
0.06,5,-61,0.0125,24.3,,,
0.12,25,-48.7,0.003,24.3,,,
0.18,45,-30.7,0.003,24.4,,,
0.24,65,-11.4,0.003,24.4,,,
0.3,85,1.9,0.003,24.4,,,
0.36,105,11.1,0.003,24.4,,,
0.42,126,18.7,0.003,24.4,,,
0.48,146,25.5,0.003,24.4,,,
0.54,166,31.5,0.003,24.4,,,
0.6,186,37.2,0.003,24.5,,,
0.66,206,42.7,0.003,24.5,,,
0.72,226,48,0.003,24.5,,,
0.78,246,53.1,0.003,24.5,,,
0.84,266,58.1,0.003,24.5,,,
0.9,287,63.3,0.003,24.5,,,
0.96,306,68.5,0.003,24.5,,,
1.02,325,74.1,0.003,24.5,,,
1.08,345,80.1,0.003,24.6,,,
1.14,365,86.9,0.003,24.6,,,
1.2,382,94.8,0.0035,24.6,,,
1.26,401,104.9,0.003,24.6,224.19,2.35,
1.32,418,118.5,0.0035,24.6,282.37,2.45,
1.38,431,139.5,0.0045,24.6,324.76,2.51,
1.44,441,164.4,0.006,24.6,328.34,2.52,
1.5,448,181.1,0.009,24.6,282.08,2.45,
1.53,545,187.3,0.0005,24.7,238.04,2.38,
1.56,551,192.3,0.005,24.7,175.82,2.25,
1.59,558,196.6,0.0045,24.7,127.73,2.11,
1.62,564,200.2,0.005,24.7,111.51,2.05,
1.65,570,203.4,0.0055,24.7,99.91,2,
1.68,575,206.3,0.006,24.7,89.94,1.95,
1.71,581,208.9,0.005,24.7,81.86,1.91,
1.74,586,211.2,0.006,24.7,75.31,1.88,
1.77,591,213.4,0.0055,24.7,69.36,1.84,
1.8,596,215.4,0.0055,24.7,64.22,1.81,
1.83,602,217.3,0.005,24.7,59.56,1.77,
1.86,607,219,0.006,24.7,55.41,1.74,
1.89,612,220.6,0.006,24.7,51.76,1.71,
1.92,617,222.1,0.0055,24.7,48.75,1.69,
1.95,622,223.5,0.0055,24.7,46.27,1.67,
1.98,628,224.9,0.0055,24.7,44.14,1.64,
2.01,633,226.2,0.0065,24.7,42.13,1.62,
2.04,638,227.4,0.0065,24.7,40.15,1.6,
2.07,643,228.6,0.006,24.7,38.14,1.58,
2.1,648,229.7,0.006,24.7,36.47,1.56,
2.13,653,230.8,0.006,24.7,35.15,1.55,
2.16,658,231.8,0.006,24.7,,,
2.19,663,232.8,0.006,24.7,,,
2.22,668,233.8,0.006,24.7,,,
2.25,673,234.7,0.0055,24.7,,,
2.28,678,235.6,0.0055,24.7,,,
Scope 1/1, Sample 1/18 (Tank16_Initial_0626_2100),,,,,,
Result,TitrationEQP1,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label
0,0,-47.7,NaN,24.5,,,
0.06,6,-58.4,0.01,24.6,,,
0.12,26,-45,0.003,24.6,,,
0.18,46,-25.9,0.003,24.6,,,
0.24,67,-7.4,0.003,24.6,,,
0.3,87,4,0.003,24.6,,,
0.36,107,13.1,0.003,24.6,,,
0.42,127,20.5,0.003,24.7,,,
0.48,147,27.1,0.003,24.7,,,
0.54,167,33.1,0.003,24.7,,,
0.6,187,38.8,0.003,24.7,,,
0.66,207,44.2,0.003,24.7,,,
0.72,228,49.4,0.003,24.7,,,
0.78,248,54.6,0.003,24.7,,,
0.84,268,59.6,0.003,24.7,,,
0.9,288,64.8,0.003,24.7,,,
0.96,308,70.2,0.003,24.8,,,
1.02,327,75.8,0.003,24.8,,,
1.08,345,82,0.0035,24.8,,,
1.14,363,89.1,0.0035,24.8,,,
1.2,379,97.5,0.004,24.8,,,
1.26,397,108.8,0.0035,24.8,248.92,2.4,
1.32,413,124.5,0.004,24.8,302.68,2.48,
1.38,424,148.1,0.0055,24.8,332.84,2.52,
1.44,432,171.3,0.007,24.8,319.37,2.5,
1.5,439,185.6,0.0085,24.8,258.56,2.41,
1.53,536,191.1,0.0005,24.9,207.59,2.32,
1.56,542,195.5,0.005,24.9,147.4,2.17,
1.59,547,199.4,0.0055,24.9,112.88,2.05,
1.62,553,202.7,0.0055,24.9,102.96,2.01,
1.65,558,205.7,0.0055,24.9,92.84,1.97,
1.68,563,208.3,0.0055,24.9,84.18,1.93,
1.71,569,210.8,0.0055,24.9,76.58,1.88,
1.74,574,213,0.0065,24.9,70.83,1.85,
1.77,579,215,0.006,24.9,65.51,1.82,
1.8,584,216.9,0.006,24.9,61.07,1.79,
1.83,589,218.7,0.006,24.9,57.08,1.76,
1.86,594,220.4,0.0055,24.9,53.75,1.73,
1.89,599,221.9,0.0055,24.9,50.8,1.71,
1.92,604,223.4,0.0055,24.9,47.62,1.68,
1.95,610,224.8,0.0055,24.9,44.93,1.65,
1.98,615,226.1,0.0065,24.9,42.81,1.63,
2.01,620,227.4,0.006,24.9,40.81,1.61,
2.04,625,228.5,0.006,24.9,38.61,1.59,
2.07,630,229.7,0.006,24.9,36.81,1.57,
2.1,635,230.8,0.006,24.9,35.46,1.55,
2.13,640,231.8,0.006,24.9,,,
2.16,645,232.8,0.006,24.9,,,
2.19,650,233.8,0.0055,24.9,,,
2.22,655,234.8,0.0055,24.9,,,
2.25,660,235.7,0.0055,24.9,,,
